"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow","Target","Rel","Path Type","Link Path","Link Position","Link Origin"
"Hyperlink","https://vacationdeals.to/bookvip","https://vacationdeals.to/deals/bookvip-cancun-5-night-399","0","","BookVIP73% OFFHot Deal Cancun, QR Grand Oasis Cancun 5 Nights / 6 Days $399$1499 All Meals & DrinksAirport TransfersResort Credits View Deal","404","Not Found","true","","","Root-Relative","//body/main/div/div[3]/a","Content","HTML"
