"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://vacationdeals.to/deals/bookvip-cancun-5-night-399","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0.223","",""
