"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://vacationdeals.to/deals/bookvip-cancun-5-night-399","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0.137","",""
"https://vacationdeals.to/caribbean","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","3","0.207","",""
"https://vacationdeals.to/hilton-grand-vacations","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","3","0.333","",""
"https://vacationdeals.to/holiday-inn-club-vacations","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","1","0.099","",""
